Author,PublishedAt,Comment,Likes
@ddmmr0676,2024-02-26T13:29:14Z,Persiden d cintai rakyat terbaik,1
@ibnusidik6728,2024-02-26T13:12:40Z,Dan akhirnya memang nyata pemilu hanya untuk formalitas saja pemenangnya sudah di tentukan demokrasi abal2 negri wakanda,0
@bercegampu,2024-02-26T13:04:31Z,"2024 terbukti Prabowo-Gibran dipilih oleh rakyat.. <a href=""UCkszU2WH9gy1mb0dV-11UJg/hcIfY57lBJXp6AKBx4CoCA""></a><br><br>biarkan saja para antipatisan mengeluarkan bisa2 kebencian nya.. toh tetap 1 putaran dan menang telak.. <a href=""UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw""></a><br><br>ibarat kata seperti skor sepak bola 5 - 1 (58%-17%) <a href=""UCkszU2WH9gy1mb0dV-11UJg/text-yellow-goal""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/text-yellow-goal""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/text-yellow-goal""></a><br><br>antipatisan mau membantah seperti apapun ya tetep kalah kok.. mau nangis mau pundung mau mogok makan sampe mati pun tetep kalah dan Prabowo-Gibran tetep jadi Presiden dan Wakil Presiden .. <br><br>Apa gak sakit hati tuh 5 tahun.. sampe 2029.. hehe.. <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>😁🤣🥰😍",1
@uyuyuyo,2024-02-26T12:24:42Z,"Prabowobsedang di permalukan,😂😂😂 oleh mentri jokowi",0
@Frozen_jaya,2024-02-26T12:22:56Z,Ini film jdi boomerang buat PDIP,1
@syubariptk3872,2024-02-26T12:10:53Z,Makanya hal seperti ini harus di cegah sekarang bukan menunggu hasil pemilu nnti kalau hasilnya kita sudah pasti tau siapa pemenangnya  dan kedepannya hal seperti ini bakalan terulang kembali.<br>Siapa yg berani menjamin hal seperti tidak akan terulang kembali apa bila kekuasaan kedepannya masih ada sangkut pautnya dengan kekuasaan sebelumnya.<br>Sama seperti halnya pohon pisang percuma lu pangkas daun ama batangnya toh dia bakalan tumbuh lagi anak&quot; pisang yg baru.<br>Terkecuali lo pangkas sampek ke akar&quot;nya baru tuh anak pisang gak bisa tumbuh karna induknya udah di pangkas habis habisan.,0
@IJANKWE,2024-02-26T12:08:22Z,"pendukung wowo buta data, dikasih data planga plongo ke jokodol😂",1
@syubariptk3872,2024-02-26T11:56:53Z,Makanya ulama pernah mengatakan mencari pemimpin itu yg mudaratnya lebih sedikit bukan mencari pemimpin yg bersih.<br>Manusia ini pada dasarnya pasti ada kotornya juga.,1
@blockchain9959,2024-02-26T11:41:29Z,Sangat menghibur sekali filmnya 😅😅<br>Tolong buatkan lg DV 2 nya 😂😂😂,3
@rayaaryaba5938,2024-02-26T11:26:49Z,"Film doc ini cuma terlihat keren judulnya.. Biar British gitu lho.. Selera Indonesia emang rendah. Coba anda tinggal di Europe atau USA sekian lama dan bergaullah dgn orang2 keren disana dan tanyakan apakah sebuah judul film, lagu, drama atau apapun harus dikeren2 kan? Saya rasa malah sebaliknya. Mungkin disana lebih ke kualitas isi film daripada sebuah judul yang di keren2 kan. Oh ini mungkin sekedar jebakan untuk menggiring opini publik supaya tersugesti. 🤣🤣🤣",1
@galihekaarsita2192,2024-02-26T11:23:51Z,"lah kan yg bikin film ini katanya netral, eh kemaren malah kelewatan sampai ikut demo , kocakkkk ..apapun caranya kalah ya tetep kalah buang buang duit buat hal konyol",1
@DirtyVote,2024-02-26T10:46:36Z,"TimeStamp Film:<br><br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE"">00:00:00</a> Opening<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=755"">00:12:35</a> Peta Suara Sumatera Pilpres 2014 dan 2019<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=827"">00:13:47</a> Pemecahan Papua menjadi 6 Provinisi<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1006"">00:16:46</a> Penunjukan 20 PJ Gubernur dan 82 PJ Walikota/Bupati dipilih Presiden<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=910"">00:15:10</a> Kewenangan yang dimiliki Jenderal Tito Karnavian<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1081"">00:18:01</a> Pelanggaran keputusan MK dalam penunjukan kepala daerah<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1185"">00:19:45</a> Relasi PJ Gubernur dengan presiden<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1300"">00:21:40</a> Kecenderungan tidak netral PJ Gubernur<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1375"">00:22:55</a> Kecenderungan tidak netral PJ Bupati<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1517"">00:25:17</a> Kewenangan PJ Kepala Daerah melarang kampanye<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1533"">00:25:33</a> Kontroversi deklarasi desa bersatu untuk paslon tertentu<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1721"">00:28:41</a> Politisasi kasus penyelewengan dana desa<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=1842"">00:30:42</a> Tekanan kepada kepala desa untuk mendukung paslon tertentu<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=2120"">00:35:20</a> Fakta bansos jelang pemilu<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=2308"">00:38:28</a> Gaji ASN, Polri, dan pensiunan PNS naik di 2024<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=2400"">00:40:00</a> Pengabaian data kemensos dalam penyaluran bansos<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=2520"">00:42:00</a> Bansos digunakan sebagai alat politik<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=3180"">00:53:00</a> Presiden tidak netral<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=3350"">00:55:50</a> Presiden dan menteri-menteri di pihak koalisi 02<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=3452"">00:57:32</a> Bawaslu dan KPU tidak profesional<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=4440"">01:14:00</a> Dugaan pelanggaran KPU<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=4535"">01:15:35</a> Hubungan putusan Mahkamah Konstitusi dan pelanggaran KPU<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=4610"">01:16:50</a> Ketua KPU mendapat peringatan keras berkali-kali<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=4680"">01:18:00</a> Kontroversi putusan Mahkamah Konstitusi<br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=6816"">01:53:36</a> Closing dan kesimpulan ketiga ahli hukum tata negara",190
@fudotekifudo,2024-02-26T10:36:09Z,Capek capek bikin film fitnah malah kalah yahahahaha😂😂,2
@usepsetyana8250,2024-02-26T10:25:37Z,Setelah menonton film ini saya pilih 02 😂,1
@KeyPadd,2024-02-26T10:13:47Z,Kerja!! kerja!! kerja!!,1
@єик-й8р,2024-02-26T09:09:06Z,😂😂😂😂😂😂😂😂😂,2
@GefiraNurchairunnissa-tb9pk,2024-02-26T09:07:44Z,"Kalo gak hancur didunia, mungkin bisa di akhirat. Naudzubillahimin dzalik.. Walohualam bisowab",2
@GefiraNurchairunnissa-tb9pk,2024-02-26T08:53:42Z,Pemilu berencana....,0
@Bejat321,2024-02-26T06:41:34Z,Lawak wkwkwk,1
@Fitriani1598-hp5wy,2024-02-26T06:01:55Z,Pemilu tahun ini bencana,0
@sapuglagah8442,2024-02-26T05:58:11Z,Melaluu langkah langkah kecil semoga menjadi besar terimakasih para pahlawan milenial kalian adalah wakil kami untuk bersuara...,2
@ZilziaJ,2024-02-26T05:24:29Z,Si paling pinter.suara 31rb sudah di coblos gak di bahas 😂😂😂😂😂😂,1
@ZilziaJ,2024-02-26T05:22:31Z,Si paling pinter.suara 31rb sudah di coblos gak di bahas 😂😂😂😂😂😂,0
@ZilziaJ,2024-02-26T05:21:19Z,Film kolaborasi paslon 1 dan 3 untuk menjatuhkan paslon 2,1
@ashimadinillahbahri1714,2024-02-26T03:49:08Z,Filem kecurangan,0
@Arek_Prolink,2024-02-26T02:50:46Z,❤❤❤ Saya pengen jadi presiden,0
@Abidulwahid-1,2024-02-26T02:48:27Z,Good Zob,0
@DarsiniI-k6w,2024-02-26T02:06:06Z,Ass 3 time ahli hukum tata  negara yg perlu didalami adalah ketike almas memasukan kembaliy permohonanya di tgl 30 sept ditrima dan disahkan sdgkan itu hr sabtu hrsy tdk msuk karja kenapa begitu istimewa dihr itu krn itu hr ultah G 30 S PKI jd harus diistimewakan 1 kedua dalami juga tambahan kata sedanf ini siapa hrs bertanggung jawab smp terjadinya peruhan UU dan disahkanya anak haram konstitusi ini .,1
@robi21479,2024-02-26T01:05:26Z,"<a href=""http://www.youtube.com/results?search_query=%23panjangumurperjuangan"">#panjangumurperjuangan</a>",1
@bejorak_jorakchannel4062,2024-02-26T01:03:00Z,"Yangku tau dan yang aku rasakan dan saksikan pak jokowi lebih berkerja dan mementingkan bagaimana masa depan indonesia,",1
@IcalDamar,2024-02-26T00:59:20Z,"Yg buat film pendukung salah 1 paslon 😅. Bukan dri org yg netral, sehingga tdk bnyak merubah pola pikir masyarakat mengenai KERJA NYATA👍",1
@Wakcuy05,2024-02-25T23:49:40Z,Karna itu untuk menyusun dan menjalankan skanario kotor seperti ini tak perlu kepintaran atau kecerdasan yang di perlukan cuma dua <br>&quot;MENTAL CULAS dan TAHAN MALU&quot;<br>By.dirty vote,1
@TheDudududa,2024-02-25T23:40:46Z,hal yang paling membosankan adalah nonton presentasi pake power point ala2 dosen...,2
@PERMADI-c1k,2024-02-25T21:34:41Z,Dirty vote mampu meyakinkan tuk tak lgi golput <br>Dan saya memilih yg paling banyak diserang setiap pemilu datang<br><br>Dan ahirnya saya punya keyakinan keihlasan sang jendral pak prabowo pilihan presiden pertama kali saya<br><br>Kalau untuk wakil rakyat mungkin saya akan golput selamanya.,0
@hamidsubur7631,2024-02-25T21:01:21Z,"Indonesia emas 2045 adalah milik bangsa, bukan kluarga.",1
@rakarizaldy6814,2024-02-25T20:57:41Z,"Cocokologi film, tidak memuat semua fakta dari 3 paslon, lebih ke arah menyudutkan dengan komposisi 10% 50% 40% <br><br>Kolom komentar tidak usah d Tanya yang mendominasi dari paslon mana Karna terang benderang. <br>Mulai dari personal-kelompok yang mengatasnamakan rakyat(rakyat menurut pilihan atau sejalan dengan mereka)<br><br>Lebih ke arah black campaign, dimana Salah satu paslon di minimkan kekurangannya atau Dan bahkan tidak dibuka secara merinci kecurangannya.",2
@arief.aha79,2024-02-25T20:51:52Z,sebenarnya byk pertanyaan.....tapi dinamika politik tak seindah bahasa film...momentum dan suarra terbanyak rakyatlah PESTA sesungguhnya....akhirnya beranikah yg kalah mengakui bukan maling teriak maling.......VOX VOVULI VOX DEI....,2
@telanjangdanterhina3360,2024-02-25T20:48:29Z,semoga semua masyarakat Indonesia tercerahkan setelah menonton dirty vote <br>good job buat semua yang sudah terlibat dalam membuat film ini sukses selalu buat semuanya ❤,3
@dwikki.p,2024-02-25T19:51:22Z,terimakasih semenjak adanya film ini saya malah makin yakin sama pak Prabowo wkwkwkwkwk,1
@AbidKisaran-v7n,2024-02-25T17:58:24Z,Yang ga baik tu aktor2 cuk,1
@harlypaisey9930,2024-02-25T17:57:31Z,"Salah satu kecurangan besar yang kalian buat adalah mempublikasikan video ini menjelang pemilihan, disaat minggu tenang... <br><br>Teriak curang, tanpa sadar, diri sendiri melakukan kecurangan 🤣🤣🤣",1
@harlypaisey9930,2024-02-25T17:56:16Z,"🤣🤣🤣🤣<br><br>Bahkan Video yang Kalian buat ini, tidak bisa membuat masyarakat tidak memilih Prabowo-Gibran",2
@haerinurcahyo8762,2024-02-25T16:47:42Z,Semoga film ini  membuat yang lain  sadar dan waras,2
@asming121,2024-02-25T16:04:15Z,film paling tak bermutu,1
@RedmiNot3-u5u,2024-02-25T15:55:03Z,Ternyata film ini cuma sampah pesanan para pecundang😂😂😂😂😂😂😂😂,1
@agusmulyana13,2024-02-25T15:40:36Z,"Film ini sangat bagus untuk jangka panjang, sebagai pendidikan politik. tapi tolong dibungkus lebih menarik lagi jika ingin mendidik anak muda, terutama generasi swipe tiktok soalnya mereka mudah bosan apalagi disuguhi sesuatu  yang panjang dan jlimet kayak gini. Saran saya lebih baik bapak dan ibu potong2 nih video trus sisipkan hook tiap beberapa detik, soalnya jika seperti ini target pasarnya terlalu sempit pak, bu. Jarang sekali anak2 muda mau berlama-lama nonton film 2 jam kayak gini, kecuali film marvel. Itu kalau memang bapak dan ibu mau memberikan pendidikan kepada masyarakat luas. Tujuan penghukuman tidak akan tercapai jika yang menonton aja segelintir orang jika dibandingkan target yang harus dicapai. Itu juga kalau bapak dan ibu benar2 mau mendidik.<br><br>Saran saya jangan penyematkan kata2 negatif diawal2 video seperti curang dan atau apapun, karena akan meningkatkan resistensi penonton, bapak dan ibu boleh menyematkan kata2 itu ditengah setelah penonton mulai menikmati film nya. Jangan pula menarik kesimpulan atas hipotesis. boleh menarik kesimpulan tapi atas fakta2 yang sudah kuat. Jadi menurut saya film ini hanya akan bisa dicermati kalangan tertentu aja, bukan merubah pola pikir kalangan lain. Angka 9,7M view itu bukan berarti semua yang nonton itu setuju dengan bapak atau ibu.<br><br>Jadi menurut saya Film ini Gagal sebagai sarana pendidikan masyarakat umum, tetapi Berhasil untuk kalangan tertentu. Pembuat film tidak melakukan penelitian mengenai aspek sosiologi masyarakat atas perilaku masyarakat menggunakan sosmed. Kesimpulan saya Film ini akan berhasil nanti, ketika perilaku masyarakat sudah berubah dalam menonton video di sosmed.<br><br>Ingat bapak dan ibu, suatu pesan bisa sampai atau suatu pesan pendidikan bisa sampai jika dan hanya jika target masyarakat mengikutinya. No offence ya bapak dan ibu, saya hanya lihat teknis aja. Tp over all saya setuju dengan konten video ini, tapi jarang sekali orang iseng seperti saya yang mau nonton hal tidak menarik seperti ini (bukan kontennya ya, tp teknik penyampaian).",1
@umarfaruq4495,2024-02-25T14:51:01Z,Gk bisa di pungkiri Flem ini pendukung paslon no 1..,1
@maniatransport,2024-02-25T14:25:21Z,"semuanya curang. 01 yg katanya ahli surga aja manipulasi suara sampe 3,5 jt.",2
@sonysetyawan3777,2024-02-25T14:07:56Z,Gua sampai sekarang aman aman aja tuh . Yang merusak itu anda anda ini.,1
@Mierawati,2024-02-25T14:05:10Z,✌️,1
@gibranar-e1v,2024-02-25T13:39:07Z,ini bukan filem,1
@vansbiuforever3256,2024-02-25T13:24:15Z,Film halu😅😅,1
@ahmadridhwan9289,2024-02-25T13:16:03Z,Film apaan ini gue gak suka film yg sangat buruk,1
@tresnow3306,2024-02-25T12:59:09Z,"Saya baru nonton film ini, mungkin film penuh fitnah, wajar kalau masyarakat malah menjadi memilih pasangan yang diusung oleh Jokowi",2
@ranneljayaperkosa,2024-02-25T12:35:06Z,"Apa yang disampaikan semua berdasarkan data dan fakta, Di rankai, disusun sedemikian rupa sehingga masyarakat menjadi lebih paham. yang menyampaikan adalah ahli ahli tata negara yang memiliki pemahaman lebih daripada masyarakat umumnya.",3
@aboutsgamessevenhax4127,2024-02-25T11:20:11Z,apa kabar min 🤣,1
@arychrsn4542,2024-02-25T11:19:54Z,isi film: 100% cangkeman.,2
@jonygumayjonygumayuluu6015,2024-02-25T10:36:43Z,Kalah ttp klah,2
@alanamandan5466,2024-02-25T10:27:00Z,Orang terdidik koh ga faham keinginan rakyat...malah menghasut...memecah belah.rakyat lagi susah...berburuk sangka sama orang....kalo ada kecurangan laporin ajah... buktikan.... sekarang udah dihukum kan kalian...sama rakyat Indonesia... Prabowo Gibran menang satu putaran...,1
@Mdr2023-q5l,2024-02-25T10:03:20Z,Gara&quot; nonton ini jadi mantep sama prabowo gibran✌️✌️✌️✌️,2
@teddyteddy-p8n,2024-02-25T09:45:54Z,INTINYA SEMUA AKTOR YG TERLIBAT DALAM KECURANGAN PEMILU TAHUN 2024 !!! PROSES SECARA HUKUM DAN PENJARA KAN AGAR PEMILU YANG AKAN TIDAK LAGI TERJADI KECURANGAN!!!,3
@teddyteddy-p8n,2024-02-25T09:41:15Z,REZIM INI SUDAH MEMPORAK PORANDA PERATURAN DAN PERUNDANG UNDANGAN INDONESIA! MEMANG TIDAK BERMORAL DAN BER ETIKA!!!!!,3
@teddyteddy-p8n,2024-02-25T09:16:44Z,"HANYA PENDIDIKAN YG LAYAK LAH YG AKAN MEMUTUSKAN RANTAI KEMISKINAN !!!! BUKAN BAGI BAGI BERAS YG HANYA BUAT RAKYAT KENYANG SESAAT,,TETAPI RAKYAT SEMAKIN BODOH!!!!",1
@teddyteddy-p8n,2024-02-25T09:13:38Z,HAMPIR 10 TAHUN RAKYAT DI URUS OLEH KELOMPOK DUNGU YG SELALU MELANGGAR DAN MERUSAK UNDANG UNDANG SEHINGGA RAKYAT SEMAKIN SENGSARA..!!!!!!,1
@belanovidamayanti2192,2024-02-25T09:13:32Z,Prabowo ❤❤❤,1
@ujinyali7577,2024-02-25T09:08:13Z,Intinya dalam film ini mana kecurangannya.. Ngakak 😂,1
@teddyteddy-p8n,2024-02-25T09:07:04Z,LUHUT INI BENER!!! BERKELANJUTAN UTK HUTANG DAN KESENGSARAAN UTK RAKYAT!!!,1
@ujinyali7577,2024-02-25T09:01:15Z,Film untuk para pecundang yg tidak siap kalah 😂,1
@anelyjaa,2024-02-25T08:28:05Z,"Gw pendukung 02 dan dh nyoblos. udah cpe cpe bikin, malah kalah😭😭😭",1
@kikirizqullah7256,2024-02-25T07:29:37Z,"yg milih 02 nonton ini, buka mata, hati nurani,",2
@YFCL007,2024-02-25T06:44:11Z,"😂😂😂😂<br>Si Hati Sakit<br>Jadi Asumsi Asumsi Buruk selalu di benaknya,. <br>Semoga Bapak  Presiden Jokowidodo dilimpahkan Rahmat dan Karunia oleh Allah ta&#39;ala atas semua kebaikannya bagi Seluruh Rakyat Indonesia<br>Dan semoga segala kekurangannya di beri ampunan oleh Allah Ta&#39;ala<br>Amin<br>I Love Bapak Presiden Jokowi",4
@Ruliansyah-y6d,2024-02-25T06:12:38Z,Ga berhasil yh film nya wkkkkwkkk pada ga tau malu,1
@masbobv,2024-02-25T05:15:30Z,"&quot; Pemilu bukan untuk memilih yang terbaik, tetapi untuk mencegah yang terburuk berkuasa &quot; - Franz Magnis Suseno, SJ",70
@MUJIONO-p7d,2024-02-25T05:04:34Z,"Dari sini kita tau bagaimana seharusnya kebeneran peraturan akal sehat harus berdiri tegak, Semoga kita di beri umur panjang dan damai sejahtera 😇",1
@yossyjuliarni,2024-02-25T04:45:05Z,Saya ulang nonton ini untuk mengisi waktu luang,1
@syamsudinnoor5979,2024-02-25T04:43:41Z,"Oh masih ada di YouTube, artinya demokrasi kita baik baik saja... Cuma komen doang sih, males nonton",1
@murtadhabimbim2975,2024-02-25T03:37:51Z,"Cape2 bikin film ehh kalah juga,,rugi donk😂😂",1
@Angelinajoeline,2024-02-25T03:37:36Z,daripada gabut bikin filem dirty vote..mending uangnya kasih pak anis...biar bisa bayar hutang😂 ...womwowkkw,1
@SHP559,2024-02-25T03:22:30Z,mahal² bikin film dirty🤣 ehkkkk kalah,1
@lastchild1,2024-02-25T03:08:50Z,mujahid and mujahidah ındonesia. may allah always protect you,1
@Josephjoestarfree,2024-02-25T01:32:47Z,"Wkwkwkwk rugi dong, vak ngaruh apa2 ke pemilu, niatnya menjatuhkan 02 malah makin naik suaranya",1
@wartinitati5234,2024-02-25T01:31:23Z,"MasyaAlloh 3 putra putri bangsa ini siap resikonya, Insyaallah menjagamu kaka kaka",1
@Kangharr,2024-02-25T01:03:07Z,PKS ADALAH PARTAI YANG DI MASUKIN AMERIKA,0
@Kangharr,2024-02-25T00:59:38Z,Gak jelas film sampah,1
@AgungSubekti.,2024-02-25T00:55:54Z,Ahjiib,0
@umarelizzudinkiat1542,2024-02-25T00:38:07Z,"Besok2 yg IQ diatas 100 aja sama yg lulus minimal S1 aja yg boleh nyoblos, dikasih fakta bilangnya menyudutkan 😢",4
@wandafernanda1075,2024-02-24T23:55:59Z,"kasian, yg menang tetep 02 🤭",1
@adiz248,2024-02-24T23:45:41Z,Awalnya pilih no 1 tapi setelah nonton ini jadi gas no 2 😅😅😅,1
@wisnugusni4609,2024-02-24T20:21:19Z,Sedih habis liat ini..  SAVE DEMOKRASI 😢<br><br>Thanks Dirty Vote,2
@AjKicix-mc9sm,2024-02-24T19:44:44Z,"Itulah pejabat tinggi indonesia tuhan Allah aja tidak takut,,,<br><br>Kita masih di jaman kerajaan😅😂",3
@acepnurizal2730,2024-02-24T19:39:55Z,GIMANA ITU 2 PUTARAN NYA JADI GAK??,1
@BaBaHAJP,2024-02-24T19:23:53Z,Kalau mai cerdaskan masyarakat kok di pulau jawa 115 jt suara.sumatra kok gak di tulis?bali?kalimantan?dan papua..pembahasan nya suara kok mengarah nya ke kotak kotak?belajar geografi kayak nya ni😂,1
@stevanombape,2024-02-24T19:21:31Z,"yg di angkat di film adalah KECURANGAN PEMILU, eh yg ketriger pendukung 02🤣 makan noh beras naik, bbm langka oke gas oke gas sambil nyimeng sih",2
@BaBaHAJP,2024-02-24T19:21:17Z,Berdasarkan hasil dari survei juga toh analisa nya😂,1
@memphisgrizzlies8416,2024-02-24T19:04:28Z,ganjar jadi youtuber aja,1
@suleestio6686,2024-02-24T17:30:53Z,Gk laku &amp; basi..,1
@Yanto77999,2024-02-24T17:28:41Z,Film yang terlalu dipaksakan. Untuk menjatuhkan namun tidak berdasar.,1
@mongkeylucky_music8327,2024-02-24T16:57:40Z,"Kan sudah terjadi dari periode² yang sudah². 2 hari sebelum pemilu, sudah ditentukan siapa yang memenangkan ajang pertarungan politik. Jd jangan kagetlah apalagi sampe bikin film kek gni, wajarkan kalau ingin menang karena ada kepentingan. Makanya golput aja 😅😅😅",0
@vitoabdulfatah,2024-02-24T16:40:11Z,"Wooowwww selamat ya film yang katanya di penuhi dengan fakta tapi suara pemilunya minim, yang bener aja rudi gong 🤣",0
@Uchiyama-go54,2024-02-24T16:38:46Z,aowkowkowkwowk,0
@depuncraft,2024-02-24T16:21:48Z,"Keren aku suka liat terus komentar video ini, lama lama kayanya bakal dipenuhi oleh orang orang yang tersinggung 😂😂😂",4
@yosuasiappa5285,2024-02-24T15:41:23Z,"Haha, ketika kita melihat satu sisi ini saja, paslon 1 dan 3 tidak mendapat kupasan kecurangan 🤗✌",0
@AchmadAzhar-b6w,2024-02-24T15:20:02Z,Prabowo yesss😂,0
@ciangbrj-jk4xd,2024-02-24T14:53:23Z,"Hanya jaman Jokowi pembangunan pemerataan,apapun yg kalian katakan, nyatanya 70 persen lebih warga negara indonesia puas atas kepimpinan pak Jokowi,,,",1
@yarmanmaduwu7017,2024-02-24T14:51:18Z,Film taikkk,4
@Ivanutama,2024-02-24T14:36:48Z,"Saya nonton ini setelah pemilu, dan sya ucapkan terima kasih banyaaaak ke dirty vote yg isinya 80% menyudutkan paslon 02, semakin membuat suara 02 kemarin melesat jauuuhh di atas target kami yg sebelumnya 54% menjadi 58% secara realcount KPU. Itu artinya para undecided voters yg belum menentukan pilihannya sampai hari H pemilu justru mengalir deras ke paslon 02. semakin anak panah itu diarahkan ke 02, maka semakin memperjelas harus kemana mayoritas pilihan rakyat berlabuh, Terima kasih dirty vote. 🎉🎉🎉",2
@arbithamaofficial7976,2024-02-24T14:33:13Z,"Shangyhang bathara ismaya merestui 01 Presiden RI 2024,<br><br><br><a href=""http://www.youtube.com/results?search_query=%23peace"">#peace</a>#",0
@yudhapranata4986,2024-02-24T14:06:31Z,panjang umur selalu perjuangan suarakan terus kebenaran.,0
@gwajibukanbambang67,2024-02-24T14:02:38Z,"Kebayang ga kalo oposisi naik, ini sekolam diobrak abrik",0
@anandamulia5567,2024-02-24T13:56:33Z,Terima kasih salam 4 Jari,0
@mlipirnjajan,2024-02-24T13:44:14Z,Pas 2019 kenapa ga buat film mbak dan mas?,0
@pratamayudha1557,2024-02-24T13:43:26Z,Terima kasih dirty vote<br>Berkat film ini suara pemilu pak prabowo meningkat drastis,4
@mlipirnjajan,2024-02-24T13:42:33Z,Abis ini ada film tentang HAK ANGKET gak? 😂😂😂😂,2
@gwajibukanbambang67,2024-02-24T13:31:33Z,Diem diem menghanyutkan berlaku untuk presiden ini,0
@enjoyid7817,2024-02-24T13:29:46Z,Katanya 20 juta viewers kak,0
@jailaniaja3263,2024-02-24T13:19:06Z,wkwkwk Kon kalah ya kalah pant,0
@rusramli6252,2024-02-24T13:10:45Z,😂😂,0
@heriwidodo9948,2024-02-24T12:40:46Z,"Kata rocky gerung,  peringatan saat ini mungkin tidak begitubberdampak, namun ini akan menjadi investasi sejarah yg kapan saja kita ingat bagaimana kebijakan pak jokowi ...",0
@sefabaladewa3724,2024-02-24T12:26:45Z,"setidaknya aku masih punya rasa malu,untuk membenarkan suatu pelanggaran yg besar.<br>terimahkasih kepada almarhum ayahku yg mengajarkan tentang bagaimana kita berprinsip.",1
@haiekeldos3508,2024-02-24T12:19:41Z,Film?,0
@sandiantosiamppa2056,2024-02-24T12:14:07Z,Aneh knpa segitu takutnya prabowo jd presiden...sampe melakukan 1001 sj untuk menjatuhkan beliau..... <br>Ada apa ini..... ?????,0
@MulyanaMulyana-ui5hl,2024-02-24T12:08:19Z,Kalian hebat kalau bisa mengalahkan saya.<br>Itu katanya,0
@KafitKras-xb6qd,2024-02-24T11:51:48Z,Entah saya memilih apa di pilihkan,0
@krispinpriska4141,2024-02-24T11:43:08Z,Opung Luhut ada maunya,0
@iyanmulat2749,2024-02-24T10:56:22Z,"Mau bikin film/bikin narasi pa ja, yg bertujuan memecah belah NKRI buat kmi yg masih waras ga akan terpengaruh sedikit pun. Apa lg jualan ayat buat mrendahkan/menjatohkan orang lain, ga akan ngaruh, bos.<br>Legowo yah bos 01 😂😂 capres manusia bunglon 🤣🤣",1
@merlisabdi4784,2024-02-24T10:48:16Z,"Ooo ini pilm nya,ini kan pilm untuk anak sekolah dasar,percuma aja kalian kuliah sampai s1 s2 s3 s4 s5 s6,kok bodoh kali, narasinya,udahlah bos,kalian beli aja dulu cermin,nah tanyakan pada cermin tu,sebatas manakah udah kepintaran kalian,percuma,capek2 orang tua kalian menyuruh kalian,kuliah,kalau cuma segitu nya narasi kalian,ini kelompok orang2 bodoh,bukan nya mendidik malah membikin orang jd bodoh,jangan lupa pilih prabowo,dan gibran,hidup 02,02,jangan dihiraukan manusia sampah yg 3 ini,tolong di baca comen sy ini jenal muktar,biar bisa kita saling comen,bodohnya kalian,",2
